@RELATION EOS_NEOS
@ATTRIBUTE class   {EOS,NEOS}
@ATTRIBUTE R1islower   {1,0}
@ATTRIBUTE L1isTitle   {1,0}
@ATTRIBUTE L1isAbbrevs   {1,0}
@ATTRIBUTE L1isInternal   {1,0}
@ATTRIBUTE L1isTimeterm   {1,0}
@ATTRIBUTE L1isUnlikely   {1,0}
@ATTRIBUTE Comma   {1,0}
@ATTRIBUTE Period   {1,0}
@ATTRIBUTE L1isUpper   {1,0}
@ATTRIBUTE R1isUpper   {1,0}
@ATTRIBUTE L1isNum   {1,0}
@ATTRIBUTE L1R1isQuestionMarkExclamation   {1,0}
@ATTRIBUTE L1P   {1,0}
@ATTRIBUTE R1P   {1,0}
@ATTRIBUTE R1isCommaPeriod   {1,0}
@ATTRIBUTE L1Length   NUMERIC
@ATTRIBUTE R1Length   NUMERIC
@ATTRIBUTE Llength   NUMERIC
@ATTRIBUTE Rlength   NUMERIC
@ATTRIBUTE Nspace   NUMERIC
@DATA
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,49,20,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,14,29,1
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,3,9,58,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,4,3,21,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,5,51,41,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,4,75,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,33,30,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,31,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,77,0,0
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,3,8,103,21,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,55,56,2
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,42,30,1
EOS,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,7,6,4,10,1
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,2,3,117,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,10,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,3,84,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,34,128,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,135,64,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,34,72,1
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,10,98,24,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,31,12,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,11,3,105,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10,4,42,17,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,24,53,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,22,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,10,83,12,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,22,17,1
NEOS,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,10,2,383,294,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,27,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,32,61,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,90,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,116,0,0
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,11,4,5,14,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,168,28,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,36,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,89,28,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,4,18,63,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,7,113,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,168,176,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,5,31,48,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,34,221,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,73,26,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,5,3,16,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,38,99,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,57,41,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,5,21,40,2
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,6,59,13,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,36,0,0
NEOS,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,3,13,8,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,55,56,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,96,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,26,68,2
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,2,12,19,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,31,198,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,6,29,23,2
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,7,5,23,71,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,32,157,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,17,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,60,0,0
NEOS,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,3,1,168,63,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,58,80,1
EOS,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,5,3,65,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,16,90,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,8,10,23,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,37,6,2
NEOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5,116,152,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,5,12,13,1
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,5,1,20,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,14,128,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,133,30,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,7,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,32,206,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,49,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,46,103,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,2,23,36,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,99,61,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,31,28,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,169,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,2,49,33,1
NEOS,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,3,8,49,18,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,30,11,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,61,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,2,74,21,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,5,18,35,2
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,75,21,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,56,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,18,52,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,131,25,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,96,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,26,65,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,2,10,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,11,118,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,171,31,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,165,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,20,7,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,25,53,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,86,40,1
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,9,2,64,214,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,14,42,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,4,150,53,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,39,27,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,66,40,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,7,69,133,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,73,54,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,35,137,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,27,29,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,64,110,2
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,3,4,87,98,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,3,41,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,30,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,37,24,2
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,8,49,2,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,22,0,0
NEOS,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,3,1,99,282,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,9,1,10,24,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,8,3,59,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,54,52,1
NEOS,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,2,65,41,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,11,3,112,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,8,56,3
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,123,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,3,24,67,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,33,101,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,35,62,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,20,136,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,181,36,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,127,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,34,32,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,35,37,2
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,55,22,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,29,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,36,142,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,10,2,15,44,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,12,3,124,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,18,24,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,2,3,21,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,100,53,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,4,87,78,2
EOS,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,4,3,39,54,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,78,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,82,41,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,23,28,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,16,27,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,3,51,70,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,2,112,35,2
NEOS,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,3,13,79,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,35,29,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,15,25,2
NEOS,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,3,1,7,47,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,4,3,48,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,2,3,11,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4,38,32,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,31,92,2
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,2,3,29,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,85,162,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,8,146,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,12,286,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,74,15,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,55,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,28,49,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,53,110,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,17,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,5,12,12,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,29,136,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,150,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,62,67,1
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,5,3,136,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,3,52,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,112,94,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,82,15,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,99,240,4
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,52,79,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,11,3,81,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,106,12,2
EOS,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,4,3,76,0,0
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,2,30,136,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,17,46,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,129,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,25,44,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,68,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,64,30,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,43,99,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,68,28,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,121,34,2
NEOS,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,2,1,18,2,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,58,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,7,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,30,0,0
NEOS,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,3,1,42,42,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,64,0,0
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,51,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,110,35,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,56,13,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,12,3,15,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,3,178,92,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,6,19,45,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,7,3,17,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,22,14,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,12,39,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,103,21,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,41,16,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,3,5,21,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,13,30,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,5,2,2,8,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,33,65,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,2,34,75,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,67,0,0
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,5,25,45,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,11,8,13,12,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,116,208,2
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,3,3,66,142,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,33,173,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,2,77,21,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,2,3,54,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,2,22,26,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,3,60,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,12,69,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,4,216,156,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,2,3,37,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,34,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,5,19,63,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,4,52,35,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,14,10,2
NEOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1,13,0,0
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,4,2,52,8,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,2,20,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,98,55,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,18,45,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,49,12,1
EOS,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,4,3,48,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,37,9,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,1,125,128,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,10,47,2
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,44,0,0
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,3,3,37,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,42,55,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,5,5,3,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,10,123,246,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,44,25,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,2,152,80,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,67,47,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,7,19,66,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,31,38,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,13,25,114,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,59,50,2
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,56,38,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,39,101,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,14,3,88,0,0
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,6,48,2,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,23,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,43,33,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,7,49,10,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,168,18,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,7,40,53,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,24,14,2
EOS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,2,121,95,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,49,5,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,33,99,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,3,90,52,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,18,11,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,18,20,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,28,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,32,33,2
NEOS,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,16,7,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,70,111,2
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,39,3,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,196,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,95,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,176,43,2
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,2,152,139,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,36,130,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,32,27,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,2,214,39,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,220,135,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,6,3,165,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,24,31,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,2,68,56,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,91,50,2
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,349,20,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,154,177,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,2,3,72,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,30,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,15,5,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,47,60,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,16,92,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,122,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,3,68,8,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,57,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,13,34,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,228,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,16,115,1
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,1,6,1,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,42,40,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,13,3,17,0,0
NEOS,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,3,1,160,94,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,2,19,16,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,5,15,6,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,13,70,31,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,150,32,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,51,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,4,22,59,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,22,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,139,31,1
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,4,3,6,0,0
